11:16:10.429;[hPa],[°C],[m];1007.68,29.0,46.477596
11:16:10.490;[hPa],[°C],[m];1007.68,29.0,46.477596
11:16:10.520;[hPa],[°C],[m];1007.68,29.0,46.477596
11:16:10.536;[hPa],[°C],[m];1007.68,29.0,46.477596
11:16:10.565;[hPa],[°C],[m];1007.68,29.0,46.477596
11:16:10.575;[hPa],[°C],[m];1007.68,29.0,46.477596
11:16:10.591;[hPa],[°C],[m];1007.68,29.0,46.477596
11:16:10.634;[hPa],[°C],[m];1007.68,29.0,46.477596
11:16:10.688;[hPa],[°C],[m];1007.77997,29.0,45.639996
11:16:10.712;[hPa],[°C],[m];1007.72,29.0,46.14203
11:16:10.730;[hPa],[°C],[m];1007.75995,29.0,45.80646
11:16:10.744;[hPa],[°C],[m];1007.75995,29.0,45.80646
11:16:10.767;[hPa],[°C],[m];1007.66,29.0,46.644062
11:16:10.792;[hPa],[°C],[m];1007.66,29.0,46.644062
11:16:10.807;[hPa],[°C],[m];1007.74,29.0,45.975567
11:16:10.827;[hPa],[°C],[m];1007.74,29.0,45.975567
11:16:10.829;[hPa],[°C],[m];1007.74,29.0,45.975567
11:16:10.832;[hPa],[°C],[m];1007.74,29.0,45.975567
11:16:10.857;[hPa],[°C],[m];1007.74,29.0,45.975567
11:16:10.873;[hPa],[°C],[m];1007.74,29.0,45.975567
11:16:10.875;[hPa],[°C],[m];1007.77997,29.0,45.639996
11:16:10.878;[hPa],[°C],[m];1007.77997,29.0,45.639996
11:16:10.892;[hPa],[°C],[m];1007.77997,29.0,45.639996
11:16:10.906;[hPa],[°C],[m];1007.77997,29.0,45.639996
11:16:10.925;[hPa],[°C],[m];1007.77997,29.0,45.639996
11:16:10.941;[hPa],[°C],[m];1007.8,29.0,45.473534
11:16:10.952;[hPa],[°C],[m];1007.8,29.0,45.473534
11:16:10.967;[hPa],[°C],[m];1007.74,29.0,45.975567
11:16:10.986;[hPa],[°C],[m];1007.74,29.0,45.975567
11:16:11.001;[hPa],[°C],[m];1007.74,29.0,45.975567
11:16:11.003;[hPa],[°C],[m];1007.72,29.0,46.14203
11:16:11.017;[hPa],[°C],[m];1007.72,29.0,46.14203
11:16:11.057;[hPa],[°C],[m];1007.72,29.0,46.14203
11:16:11.066;[hPa],[°C],[m];1007.74,29.0,45.975567
11:16:11.073;[hPa],[°C],[m];1007.74,29.0,45.975567
11:16:11.087;[hPa],[°C],[m];1007.74,29.0,45.975567
11:16:11.103;[hPa],[°C],[m];1007.88,29.0,44.80504
11:16:11.117;[hPa],[°C],[m];1007.88,29.0,44.80504
11:16:11.136;[hPa],[°C],[m];1007.88,29.0,44.80504
11:16:11.149;[hPa],[°C],[m];1007.82,29.0,45.30443
11:16:11.168;[hPa],[°C],[m];1007.82,29.0,45.30443
11:16:11.187;[hPa],[°C],[m];1007.77997,29.0,45.639996
11:16:11.203;[hPa],[°C],[m];1007.77997,29.0,45.639996
11:16:11.220;[hPa],[°C],[m];1007.77997,29.0,45.639996
11:16:11.224;[hPa],[°C],[m];1007.8,29.0,45.473534
11:16:11.225;[hPa],[°C],[m];1007.8,29.0,45.473534
11:16:11.237;[hPa],[°C],[m];1007.8,29.0,45.473534
11:16:11.254;[hPa],[°C],[m];1007.8,29.0,45.473534
11:16:11.266;[hPa],[°C],[m];1007.77997,29.0,45.639996
