timestamp,[m] Baro ,[cm] Down,[m] Abs,[m] Rel
18:27:24.746,56.60015,73.608154,56.60015,0.73608154
18:27:24.751,56.93572,73.608154,57.33623,0.73608154
18:27:24.759,56.93572,73.608154,57.33623,0.73608154
18:27:24.769,56.93572,73.608154,57.33623,0.73608154
18:27:24.779,56.60015,73.608154,57.33623,0.73608154
18:27:24.789,56.60015,73.608154,57.33623,0.73608154
18:27:24.799,56.60015,73.608154,57.33623,0.73608154
18:27:24.809,56.60015,73.608154,57.33623,0.73608154
18:27:24.819,57.10218,73.608154,57.33623,0.73608154
18:27:24.830,57.10218,73.608154,57.33623,0.73608154
18:27:24.839,57.10218,73.608154,57.33623,0.73608154
18:27:24.849,57.10218,73.608154,57.33623,0.73608154
18:27:24.859,56.93572,73.608154,57.33623,0.73608154
18:27:24.870,56.93572,73.608154,57.33623,0.73608154
18:27:24.879,56.93572,73.608154,57.33623,0.73608154
18:27:24.890,56.93572,73.608154,57.33623,0.73608154
18:27:24.902,56.098118,73.608154,57.33623,0.73608154
18:27:24.911,56.098118,73.608154,57.33623,0.73608154
18:27:24.920,56.098118,73.608154,57.33623,0.73608154
18:27:24.931,56.098118,73.608154,57.33623,0.73608154
18:27:24.941,57.43775,73.608154,57.33623,0.73608154
18:27:24.951,57.43775,73.608154,57.33623,0.73608154
18:27:24.961,57.43775,73.608154,57.33623,0.73608154
18:27:24.971,57.43775,73.608154,57.33623,0.73608154
18:27:24.985,57.10218,73.53904,57.33554,0.7353904
18:27:24.993,57.10218,73.53904,57.33554,0.7353904
18:27:25.003,57.10218,73.53904,57.33554,0.7353904
18:27:25.013,57.10218,73.53904,57.33554,0.7353904
18:27:25.023,57.10218,73.53904,57.33554,0.7353904
18:27:25.035,57.10218,73.53904,57.33554,0.7353904
18:27:25.045,57.10218,73.53904,57.33554,0.7353904
18:27:25.054,57.10218,73.53904,57.33554,0.7353904
18:27:25.065,56.93572,73.53904,57.33554,0.7353904
18:27:25.076,56.93572,73.53904,57.33554,0.7353904
18:27:25.084,56.93572,73.608154,57.33623,0.73608154
18:27:25.094,56.93572,73.608154,57.33623,0.73608154
18:27:25.105,57.93978,73.608154,57.33623,0.73608154
18:27:25.114,57.93978,73.608154,57.33623,0.73608154
18:27:25.125,57.93978,73.53904,57.33554,0.7353904
18:27:25.134,57.93978,73.53904,57.33554,0.7353904
18:27:25.144,57.93978,73.53904,57.33554,0.7353904
18:27:25.154,57.604214,73.53904,57.33554,0.7353904
18:27:25.165,57.604214,73.53904,57.33554,0.7353904
18:27:25.174,57.604214,73.53904,57.33554,0.7353904
18:27:25.184,57.604214,73.608154,57.33623,0.73608154
18:27:25.195,56.93572,73.608154,57.33623,0.73608154
18:27:25.204,56.93572,73.608154,57.33623,0.73608154
18:27:25.215,56.93572,73.608154,57.33623,0.73608154
18:27:25.226,56.93572,73.608154,57.33623,0.73608154
18:27:25.235,56.93572,73.608154,57.33623,0.73608154
18:27:25.246,56.93572,73.608154,57.33623,0.73608154
18:27:25.256,56.93572,73.608154,57.33623,0.73608154
18:27:25.266,56.93572,73.608154,57.33623,0.73608154
18:27:25.275,57.604214,73.608154,57.33623,0.73608154
18:27:25.287,57.604214,73.53904,57.33554,0.7353904
18:27:25.296,57.604214,73.53904,57.33554,0.7353904
18:27:25.306,57.604214,73.53904,57.33554,0.7353904
18:27:25.317,56.098118,73.53904,57.33554,0.7353904
18:27:25.326,56.098118,73.608154,57.33623,0.73608154
18:27:25.336,56.098118,73.608154,57.33623,0.73608154
18:27:25.347,56.098118,73.608154,57.33623,0.73608154
18:27:25.356,57.43775,73.608154,57.33623,0.73608154
18:27:25.367,57.43775,73.608154,57.33623,0.73608154
18:27:25.378,57.43775,73.608154,57.33623,0.73608154
18:27:25.388,57.43775,73.608154,57.33623,0.73608154
18:27:25.399,57.10218,73.608154,57.33623,0.73608154
18:27:25.410,57.10218,73.608154,57.33623,0.73608154
18:27:25.420,57.10218,73.608154,57.33623,0.73608154
18:27:25.430,57.10218,73.608154,57.33623,0.73608154
18:27:25.441,57.10218,73.608154,57.33623,0.73608154
18:27:25.450,57.10218,73.608154,57.33623,0.73608154
18:27:25.460,57.10218,73.608154,57.33623,0.73608154
18:27:25.470,57.10218,73.608154,57.33623,0.73608154
18:27:25.493,56.93572,73.608154,57.33623,0.73608154
18:27:25.501,56.93572,73.608154,57.33623,0.73608154
18:27:25.511,56.93572,73.608154,57.33623,0.73608154
18:27:25.522,56.93572,73.608154,57.33623,0.73608154
18:27:25.531,56.93572,73.608154,57.33623,0.73608154
18:27:25.541,56.93572,73.608154,57.33623,0.73608154
18:27:25.551,56.93572,73.608154,57.33623,0.73608154
18:27:25.561,56.60015,73.608154,57.33623,0.73608154
18:27:25.570,56.60015,73.608154,57.33623,0.73608154
18:27:25.580,56.60015,73.608154,57.33623,0.73608154
18:27:25.591,56.60015,73.608154,57.33623,0.73608154
18:27:25.600,57.10218,73.608154,57.33623,0.73608154
18:27:25.611,57.10218,73.608154,57.33623,0.73608154
18:27:25.625,57.10218,73.608154,57.33623,0.73608154
18:27:25.636,57.10218,73.608154,57.33623,0.73608154
18:27:25.647,57.10218,73.608154,57.33623,0.73608154
18:27:25.658,57.10218,73.608154,57.33623,0.73608154
18:27:25.667,57.10218,73.608154,57.33623,0.73608154
18:27:25.678,57.10218,73.608154,57.33623,0.73608154
18:27:25.688,57.43775,73.608154,57.33623,0.73608154
18:27:25.698,57.43775,73.608154,57.33623,0.73608154
18:27:25.710,57.43775,73.608154,57.33623,0.73608154
18:27:25.719,57.43775,73.608154,57.33623,0.73608154
18:27:25.729,56.93572,73.608154,57.33623,0.73608154
18:27:25.740,56.93572,73.608154,57.33623,0.73608154
18:27:25.750,56.93572,73.608154,57.33623,0.73608154
18:27:25.761,56.93572,73.608154,57.33623,0.73608154
18:27:25.772,56.433685,73.608154,57.33623,0.73608154
18:27:25.781,56.433685,73.608154,57.33623,0.73608154
18:27:25.792,56.433685,73.608154,57.33623,0.73608154
18:27:25.802,56.433685,73.608154,57.33623,0.73608154
18:27:25.811,56.60015,73.608154,57.33623,0.73608154
18:27:25.821,56.60015,73.608154,57.33623,0.73608154
18:27:25.832,56.60015,73.608154,57.33623,0.73608154
18:27:25.841,56.60015,73.608154,57.33623,0.73608154
18:27:25.851,57.10218,73.608154,57.33623,0.73608154
18:27:25.862,57.10218,73.608154,57.33623,0.73608154
18:27:25.871,57.10218,73.608154,57.33623,0.73608154
18:27:25.882,57.10218,73.608154,57.33623,0.73608154
18:27:25.893,56.93572,73.608154,57.33623,0.73608154
18:27:25.902,56.93572,73.608154,57.33623,0.73608154
18:27:25.912,56.93572,73.608154,57.33623,0.73608154
18:27:25.922,56.93572,73.608154,57.33623,0.73608154
18:27:25.931,57.43775,73.608154,57.33623,0.73608154
18:27:25.941,57.43775,73.608154,57.33623,0.73608154
18:27:25.952,57.43775,73.608154,57.33623,0.73608154
18:27:25.961,57.43775,73.608154,57.33623,0.73608154
